ID,Región,Pacto,Comuna,Nombre,¿Nuevo o Reelecto?,BANCADA AchM,Militancia,CUPO,Antigua Militancia (si es IND)
9,Región del Maule,Fuera de Pacto,Villa Alegre,Arturo Palma V.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,PPD
10,Región de Ñuble,Fuera de Pacto,Chillán Viejo,Jorge Pozo P.,REELECTO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,PRSD
10,Región de Ñuble,Fuera de Pacto,Cobquecura,Jorge Romero V.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,PS
10,Región de Ñuble,Fuera de Pacto,Coihueco,Wilson Palma J.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
10,Región de Ñuble,Contigo Chile Mejor,Ñiquén,Mauricio Catoni,NUEVO,PARTIDO POR LA DEMOCRACIA,INDEPENDIENTES-CChM,PPD,UDI
10,Región de Ñuble,Chile Vamos,Bulnes,Gonzalo Bustamante T.,NUEVO,PARTIDO RENOVACIÓN NACIONAL,INDEPENDIENTES-CHV,RN,
10,Región de Ñuble,Contigo Chile Mejor,Chillán,Camilo Benavente J.,REELECTO,PARTIDO POR LA DEMOCRACIA,PARTIDO POR LA DEMOCRACIA,,
10,Región de Ñuble,Contigo Chile Mejor,Coelemu,Alejandro Pedreros U.,REELECTO,PARTIDO RADICAL,INDEPENDIENTES-CChM,PR,
10,Región de Ñuble,Chile Vamos,El Carmen,Renan Cabezas A.,NUEVO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
10,Región de Ñuble,Contigo Chile Mejor,Ninhue,Luis Molina M.,NUEVO,PARTIDO DEMÓCRATA CRISTIANO,INDEPENDIENTES-CChM,DC,
9,Región de Ñuble,Chile Vamos,Pemuco,Johnnson Guiñez N.,REELECTO,#N/A,INDEPENDIENTES-CHV,RN,
9,Región de Ñuble,Republicanos,Pinto,Jairo Pino L.,NUEVO,#N/A,INDEPENDIENTES-REP,,
10,Región de Ñuble,Chile Vamos,Quirihue,Eduardo Redlich M.,NUEVO,EVOPOLI,INDEPENDIENTES-CHV,EVO,
10,Región de Ñuble,Chile Vamos,Ránquil,Nicolás Torres O.,NUEVO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
9,Región de Ñuble,Fuera de Pacto,San Fabián,Cristofer Valdés G.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,UDI-RN
10,Región de Ñuble,Contigo Chile Mejor,Yungay,Rafael Cifuentes R.,NUEVO,PARTIDO SOCIALISTA DE CHILE,PARTIDO SOCIALISTA DE CHILE,,
10,Región de Ñuble,Fuera de Pacto,Quillón,Felipe Catalan V.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,DC
10,Región de Ñuble,Fuera de Pacto,San Carlos,Rubén Méndez V.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
10,Región de Ñuble,Fuera de Pacto,San Nicolás,Víctor Toro L.,NUEVO-RETORNO,PARTIDO DEMÓCRATA CRISTIANO,INDEPENDIENTE-FP,,DC
10,Región de Ñuble,Fuera de Pacto,San Rafael,Basilio Pérez D.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,PR
10,Región de Ñuble,Fuera de Pacto,Trehuaco,Jorge Morales S.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
11,Región del Biobío,Fuera de Pacto,Antuco,Sandra Bobadilla C.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
11,Región del Biobío,Fuera de Pacto,Cabrero,Yusef Sabag A.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
11,Región del Biobío,Fuera de Pacto,Chiguayante,Jorge Lozano Z.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
11,Región del Biobío,Fuera de Pacto,Hualqui,Ricardo Fuentes P.,NUEVO-RETORNO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
11,Región del Biobío,Fuera de Pacto,Penco,Rodrigo Vera R.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,PRSD
11,Región del Biobío,Contigo Chile Mejor,Alto Biobío,Félix Vita M.,NUEVO,PARTIDO POR LA DEMOCRACIA,INDEPENDIENTES-CChM,PPD,
11,Región del Biobío,Chile Vamos,Arauco,Mauricio Alarcón G.,NUEVO,UNIÓN DEMÓCRATA INDEPENDIENTE,INDEPENDIENTES-CHV,UDI,
10,Región del Biobío,Chile Vamos,Cañete,Jorge Radonich B.,REELECTO,#N/A,RENOVACION NACIONAL,,
11,Región del Biobío,Partido Social Cristiano,Concepción,Héctor Muñoz U.,NUEVO,PARTIDO SOCIAL CRISTIANO,Partido Social Cristiano,,
10,Región del Biobío,Fuera de Pacto,Contulmo,Carlos Leal N.,REELECTO,#N/A,INDEPENDIENTE-FP,,
11,Región del Biobío,Contigo Chile Mejor,Coronel,Boris Chamorro R.,REELECTO,PARTIDO SOCIALISTA DE CHILE,PARTIDO SOCIALISTA DE CHILE,,
11,Región del Biobío,Chile Vamos,Curanilahue,Luis Gengnagel G.,NUEVO,UNIÓN DEMÓCRATA INDEPENDIENTE,INDEPENDIENTES-CHV,UDI,
11,Región del Biobío,Contigo Chile Mejor,Hualpén,Miguel Rivera M.,REELECTO,PARTIDO POR LA DEMOCRACIA,PARTIDO POR LA DEMOCRACIA,,
10,Región del Biobío,Chile Vamos,Laja,Vladimir Fica T.,NUEVO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
11,Región del Biobío,Chile Vamos,Lebu,Marcela Tiznado F.,NUEVO,UNIÓN DEMÓCRATA INDEPENDIENTE,INDEPENDIENTES-CHV,UDI,
11,Región del Biobío,Chile Vamos,Los Álamos,Pablo Vegas V.,REELECTO,UNIÓN DEMÓCRATA INDEPENDIENTE,INDEPENDIENTES-CHV,UDI,
11,Región del Biobío,Contigo Chile Mejor,Los Angeles,José Pérez A.,NUEVO,PARTIDO RADICAL,PARTIDO RADICAL DE CHILE,,
11,Región del Biobío,Chile Vamos,Lota,Jaime Vásquez C.,NUEVO,UNIÓN DEMÓCRATA INDEPENDIENTE,INDEPENDIENTES-CHV,UDI,
11,Región del Biobío,Republicanos,Mulchén,José Muñoz S.,NUEVO,PARTIDO REPUBLICANO,PARTIDO REPUBLICANO DE CHILE,,
11,Región del Biobío,Chile Vamos,Nacimiento,Carlos Toloza S.,REELECTO,UNIÓN DEMÓCRATA INDEPENDIENTE,UNION DEMOCRATA INDEPENDIENTE,,
11,Región del Biobío,Contigo Chile Mejor,Negrete,Alfredo Peña P.,REELECTO,PARTIDO RADICAL,PARTIDO RADICAL DE CHILE,,
11,Región del Biobío,Contigo Chile Mejor,O'Higgins,Claudio Fica G.,REELECTO,PARTIDO DEMÓCRATA CRISTIANO,PARTIDO DEMOCRATA CRISTIANO,,
11,Región del Biobío,Contigo Chile Mejor,Quilaco,Pablo Urrutia M,REELECTO,PARTIDO DEMÓCRATA CRISTIANO,INDEPENDIENTES-CChM,DC,
11,Región del Biobío,Contigo Chile Mejor,Quilleco,Claudio Solar J.,NUEVO,PARTIDO DEMÓCRATA CRISTIANO,PARTIDO DEMOCRATA CRISTIANO,,
11,Región del Biobío,Chile Vamos,San Ignacio,Patricio Suazo R.,NUEVO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
11,Región del Biobío,Chile Vamos,San Pedro de la Paz,Juan Spoerer B.,NUEVO,EVOPOLI,EVOLUCION POLITICA,,
11,Región del Biobío,Chile Vamos,Santa Bárbara,Cristián Oses A.,NUEVO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
11,Región del Biobío,Contigo Chile Mejor,Talcahuano,Eduardo Saavedra B.,NUEVO,PARTIDO SOCIALISTA DE CHILE,PARTIDO SOCIALISTA DE CHILE,,
11,Región del Biobío,Contigo Chile Mejor,Tirúa,José Linco G.,REELECTO,PARTIDO SOCIALISTA DE CHILE,INDEPENDIENTES-CChM,PS,
11,Región del Biobío,Chile Vamos,Tucapel,Jaime Veloso J.,REELECTO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
11,Región del Biobío,Fuera de Pacto,San Rosendo,Rabindranath Acuña O.,REELECTO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,PS
11,Región del Biobío,Fuera de Pacto,Santa Juana,Ángel Castro M.,NUEVO-RETORNO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,DC
11,Región del Biobío,Fuera de Pacto,Tomé,Italo Cáceres L.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
11,Región del Biobío,Fuera de Pacto,Yumbel,José Sáez V.,REELECTO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
12,Región de La Araucanía,Fuera de Pacto,Carahue,Helmuth Martínez L.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
12,Región de La Araucanía,Fuera de Pacto,Cunco,Cristián Moraga L.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,RN
12,Región de La Araucanía,Fuera de Pacto,Curacautín,Hugo Vidal M.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,DC
12,Región de La Araucanía,Fuera de Pacto,Curicó,George Bordachar,NUEVO,PARTIDO RENOVACIÓN NACIONAL,INDEPENDIENTE-FP,,RN
12,Región de La Araucanía,Fuera de Pacto,Ercilla,Luis Orellana R.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,RN
12,Región de La Araucanía,Fuera de Pacto,Freire,José Colihuil B.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,DC
12,Región de La Araucanía,Fuera de Pacto,Los Sauces,Víctor González R.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,UDI
12,Región de La Araucanía,Fuera de Pacto,Padre Las Casas,Mario González R.,REELECTO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,PRI
12,Región de La Araucanía,Fuera de Pacto,Puerto Saavedra,Ricardo Tripainao C.,NUEVO-RETORNO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
12,Región de La Araucanía,Chile Vamos,Angol,Enrique Neira N.,REELECTO,PARTIDO RENOVACIÓN NACIONAL,INDEPENDIENTES-CHV,RN,
12,Región de La Araucanía,Chile Vamos,Cholchol,Álvaro Labraña O.,NUEVO,UNIÓN DEMÓCRATA INDEPENDIENTE,INDEPENDIENTES-CHV,UDI,
12,Región de La Araucanía,Chile Vamos,Collipulli,Manuel Macaya R.,REELECTO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
12,Región de La Araucanía,Chile Vamos,Galvarino,Hans González E.,NUEVO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
11,Región de La Araucanía,Contigo Chile Mejor,Gorbea,Andrés Romero M.,REELECTO,#N/A,PARTIDO DEMOCRATA CRISTIANO,,
12,Región de La Araucanía,Chile Vamos,Lautaro,Ricardo Jaramillo G.,NUEVO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
12,Región de La Araucanía,Contigo Chile Mejor,Loncoche,Alexis Pineda R.,REELECTO,PARTIDO POR LA DEMOCRACIA,INDEPENDIENTES-CChM,PPD,
12,Región de La Araucanía,Chile Vamos,Lonquimay,Eduardo Yáñez R.,NUEVO,EVOPOLI,INDEPENDIENTES-CHV,EVO,
12,Región de La Araucanía,Chile Vamos,Lumaco,Richard Leonelli C.,REELECTO,PARTIDO RENOVACIÓN NACIONAL,INDEPENDIENTES-CHV,RN,
12,Región de La Araucanía,Contigo Chile Mejor,Melipeuco,Alejandro Cuminao B.,REELECTO,PARTIDO POR LA DEMOCRACIA,INDEPENDIENTES-CChM,PPD,
12,Región de La Araucanía,Contigo Chile Mejor,Nueva Imperial,César Sepúlveda H.,REELECTO,PARTIDO DEMÓCRATA CRISTIANO,PARTIDO DEMOCRATA CRISTIANO,,
12,Región de La Araucanía,Contigo Chile Mejor,Perquenco,Alejandro Sepúlveda T.,REELECTO,PARTIDO POR LA DEMOCRACIA,PARTIDO POR LA DEMOCRACIA,,
12,Región de La Araucanía,Chile Vamos,Pitrufquén,Jacqueline Romero I.,REELECTO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
11,Región de La Araucanía,Chile Vamos,Pucón,Sebastián Álvarez R.,NUEVO,#N/A,EVOLUCION POLITICA,,
12,Región de La Araucanía,Chile Vamos,Purén,Frann Barbieri F.,NUEVO,EVOPOLI,EVOLUCION POLITICA,,
12,Región de La Araucanía,Chile Vamos,Renaico,Claudio Musre C.,NUEVO,PARTIDO RENOVACIÓN NACIONAL,INDEPENDIENTES-CHV,RN,
12,Región de La Araucanía,Contigo Chile Mejor,Temuco,Roberto Neira A.,REELECTO,PARTIDO POR LA DEMOCRACIA,INDEPENDIENTES-CChM,PPD,
12,Región de La Araucanía,Chile Vamos,Teodoro Schmidt,Baldomero Santos V.,REELECTO,UNIÓN DEMÓCRATA INDEPENDIENTE,UNION DEMOCRATA INDEPENDIENTE,,
11,Región de La Araucanía,Chile Vamos,Toltén,Guillermo Martínez S.,REELECTO,#N/A,UNION DEMOCRATA INDEPENDIENTE,,
12,Región de La Araucanía,Chile Vamos,Traiguén,Luis Álvarez V.,NUEVO,UNIÓN DEMÓCRATA INDEPENDIENTE,INDEPENDIENTES-CHV,UDI,
12,Región de La Araucanía,Chile Vamos,Vilcún,Katherinne Migueles M.,REELECTO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
12,Región de La Araucanía,Fuera de Pacto,Victoria,Javier Jaramillo S.,REELECTO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,PPD
12,Región de La Araucanía,Fuera de Pacto,Villarrica,Pablo Astete M.,REELECTO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,RN
13,Región de Los Ríos,Fuera de Pacto,La Unión,Saturnino Quezada S.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,RN
13,Región de Los Ríos,Fuera de Pacto,Máfil,Andrés Lara M.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
12,Región de Los Ríos,Chile Vamos,Corral,Claudio González N.,NUEVO,#N/A,RENOVACION NACIONAL,,
12,Región de Los Ríos,Contigo Chile Mejor,Futrono,Fernando Flandez M.,NUEVO,#N/A,PARTIDO POR LA DEMOCRACIA,,
13,Región de Los Ríos,Chile Vamos,Lago Ranco,Miguel Meza S.,REELECTO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
13,Región de Los Ríos,Contigo Chile Mejor,Lanco,Juan Rocha A.,REELECTO,PARTIDO SOCIALISTA DE CHILE,PARTIDO SOCIALISTA DE CHILE,,
13,Región de Los Ríos,Chile Vamos,Los Lagos,Víctor Fritz A.,NUEVO,UNIÓN DEMÓCRATA INDEPENDIENTE,INDEPENDIENTES-CHV,UDI,
13,Región de Los Ríos,Chile Vamos,Mariquina,Guillermo Mitre G.,REELECTO,PARTIDO RENOVACIÓN NACIONAL,INDEPENDIENTES-CHV,RN,
13,Región de Los Ríos,Contigo Chile Mejor,Paillaco,Cristián Navarrete Q.,NUEVO,PARTIDO SOCIALISTA DE CHILE,INDEPENDIENTES-CChM,PS,
13,Región de Los Ríos,Contigo Chile Mejor,Panguipulli,Rodrigo Valdivia O.,NUEVO,PARTIDO SOCIALISTA DE CHILE,PARTIDO SOCIALISTA DE CHILE,,
13,Región de Los Ríos,Chile Vamos,Río Bueno,Luis Reyes A.,NUEVO,UNIÓN DEMÓCRATA INDEPENDIENTE,INDEPENDIENTES-CHV,UDI,
13,Región de Los Ríos,Contigo Chile Mejor,Valdivia,Carla Amtmann F.,REELECTO,PARTIDO FRENTE AMPLIO,FRENTE AMPLIO,,
14,Región de Los Lagos,Fuera de Pacto,Ancud,Andrés Ojeda C.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
14,Región de Los Lagos,Fuera de Pacto,Calbuco,Marco Silva M.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,DC
14,Región de Los Lagos,Fuera de Pacto,Futaleufú,Fernando Grandon D.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
14,Región de Los Lagos,Fuera de Pacto,Hualaihué,Cristina Espinoza O.,REELECTO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
14,Región de Los Lagos,Fuera de Pacto,Osorno,Jaime Bertin V.,NUEVO-RETORNO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,RN
14,Región de Los Lagos,Fuera de Pacto,Puerto Varas,Tomás Gárate S.,REELECTO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
14,Región de Los Lagos,Fuera de Pacto,Quellón,Claudio Barudy L.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
14,Región de Los Lagos,Contigo Chile Mejor,Castro,Baltazar Elgueta C.,NUEVO,PARTIDO SOCIALISTA DE CHILE,PARTIDO SOCIALISTA DE CHILE,,
14,Región de Los Lagos,Chile Vamos,Chaitén,Clara Lazcano F.,NUEVO,PARTIDO RENOVACIÓN NACIONAL,INDEPENDIENTES-CHV,RN,
14,Región de Los Lagos,Chile Vamos,Chonchi,Fernando Oyarzún M.,NUEVO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
13,Región de Los Lagos,Fuera de Pacto,Cochamó,Francisco Donoso O.,NUEVO,#N/A,INDEPENDIENTE-FP,,
14,Región de Los Lagos,Contigo Chile Mejor,Curaco de Vélez,Javiera Yáñez R.,REELECTO,PARTIDO SOCIALISTA DE CHILE,INDEPENDIENTES-CChM,PS,
13,Región de Los Lagos,Chile Vamos,Dalcahue,Alejandra Villegas H.,NUEVO,#N/A,INDEPENDIENTES-CHV,UDI,
14,Región de Los Lagos,Contigo Chile Mejor,Fresia,Miguel Cárdenas B.,REELECTO,PARTIDO DEMÓCRATA CRISTIANO,PARTIDO DEMOCRATA CRISTIANO,,
14,Región de Los Lagos,Chile Vamos,Frutillar,Javier Arismendi V.,NUEVO,UNIÓN DEMÓCRATA INDEPENDIENTE,INDEPENDIENTES-CHV,UDI,
14,Región de Los Lagos,Contigo Chile Mejor,Llanquihue,Víctor Angulo M.,REELECTO,PARTIDO DEMÓCRATA CRISTIANO,PARTIDO DEMOCRATA CRISTIANO,,
14,Región de Los Lagos,Chile Vamos,Los Muermos,Emilio González B.,NUEVO,UNIÓN DEMÓCRATA INDEPENDIENTE,UNION DEMOCRATA INDEPENDIENTE,,
14,Región de Los Lagos,Chile Vamos,Maullín,Nabih Soza C.,REELECTO,UNIÓN DEMÓCRATA INDEPENDIENTE,INDEPENDIENTES-CHV,UDI,
14,Región de Los Lagos,Chile Vamos,Palena,Julio Delgado R.,REELECTO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
14,Región de Los Lagos,Chile Vamos,Puerto Montt,Rodrigo Wainraihgt G.,NUEVO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
14,Región de Los Lagos,Chile Vamos,Puerto Octay,María Ojeda B.,NUEVO,UNIÓN DEMÓCRATA INDEPENDIENTE,UNION DEMOCRATA INDEPENDIENTE,,
14,Región de Los Lagos,Republicanos,Puqueldón,Alejandro Cárdenas Q.,NUEVO,PARTIDO REPUBLICANO,INDEPENDIENTES-REP,,
14,Región de Los Lagos,Republicanos,Purranque,Alicia Villar V.,NUEVO,PARTIDO REPUBLICANO,INDEPENDIENTES-REP,,
14,Región de Los Lagos,Chile Vamos,Puyehue,Jimena Núñez M.,REELECTO,UNIÓN DEMÓCRATA INDEPENDIENTE,UNION DEMOCRATA INDEPENDIENTE,,
14,Región de Los Lagos,Contigo Chile Mejor,Queilén,Marcos Vargas O.,REELECTO,PARTIDO DEMÓCRATA CRISTIANO,PARTIDO DEMOCRATA CRISTIANO,,
13,Región de Los Lagos,Contigo Chile Mejor,Quemchi,Javier Ugarte M.,NUEVO,PARTIDO SOCIALISTA DE CHILE,PARTIDO SOCIALISTA DE CHILE,,
14,Región de Los Lagos,Contigo Chile Mejor,Quinchao,René Garcés A.,NUEVO,PARTIDO SOCIALISTA DE CHILE,INDEPENDIENTES-CChM,PS,
14,Región de Los Lagos,Chile Vamos,Río Negro,Sebastián Cruzat C.,REELECTO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
14,Región de Los Lagos,Contigo Chile Mejor,San Juan de la Costa,José Muñoz U.,NUEVO,PARTIDO DEMÓCRATA CRISTIANO,PARTIDO DEMOCRATA CRISTIANO,,
14,Región de Los Lagos,Contigo Chile Mejor,San Pablo,Marco Carrillo B.,NUEVO,PARTIDO POR LA DEMOCRACIA,PARTIDO POR LA DEMOCRACIA,,
15,Región de Aysén del General Carlos Ibáñez del Campo,Fuera de Pacto,Tortel,Marisela Jiménez C.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,IND
15,Región de Aysén del General Carlos Ibáñez del Campo,Chile Vamos,Aysén,Luis Martínez G.,NUEVO,UNIÓN DEMÓCRATA INDEPENDIENTE,UNION DEMOCRATA INDEPENDIENTE,,
14,Región de Aysén del General Carlos Ibáñez del Campo,Fuera de Pacto,Chile Chico,Ariel Keim H.,NUEVO,#N/A,INDEPENDIENTE-FP,,IND
15,Región de Aysén del General Carlos Ibáñez del Campo,Chile Vamos,Cisnes,Francisco Roncagliolo L.,REELECTO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
15,Región de Aysén del General Carlos Ibáñez del Campo,Chile Vamos,Cochrane,Patricio Ulloa G.,NUEVO,UNIÓN DEMÓCRATA INDEPENDIENTE,UNION DEMOCRATA INDEPENDIENTE,,
15,Región de Aysén del General Carlos Ibáñez del Campo,Contigo Chile Mejor,Coyhaique,Carlos Gatica V.,NUEVO,PARTIDO DEMÓCRATA CRISTIANO,PARTIDO DEMOCRATA CRISTIANO,,
15,Región de Aysén del General Carlos Ibáñez del Campo,Chile Vamos,Guaitecas,Bans Puinao C.,NUEVO,EVOPOLI,EVOLUCION POLITICA,,
14,Región de Aysén del General Carlos Ibáñez del Campo,Contigo Chile Mejor,Lago Verde,Valentín Vidal R.,NUEVO,PARTIDO POR LA DEMOCRACIA,INDEPENDIENTES-CChM,PPD,
15,Región de Aysén del General Carlos Ibáñez del Campo,Chile Vamos,Río Ibáñez,Marcelo Jelvez C.,NUEVO,UNIÓN DEMÓCRATA INDEPENDIENTE,UNION DEMOCRATA INDEPENDIENTE,,
16,Región de Magallanes y de la Antártica Chilena,Contigo Chile Mejor,Cabo de Hornos y Antártica,Patricio Fernández A.,NUEVO,PARTIDO DEMÓCRATA CRISTIANO,PARTIDO DEMOCRATA CRISTIANO,,
16,Región de Magallanes y de la Antártica Chilena,Contigo Chile Mejor,Laguna Blanca,Fernando Ojeda G.,REELECTO,PARTIDO SOCIALISTA DE CHILE,PARTIDO SOCIALISTA DE CHILE,,
16,Región de Magallanes y de la Antártica Chilena,Contigo Chile Mejor,Porvenir,José Parada A,REELECTO,PARTIDO RADICAL,INDEPENDIENTES-CChM,PR,
16,Región de Magallanes y de la Antártica Chilena,Chile Vamos,Primavera,Karina Fernández M.,NUEVO,PARTIDO RENOVACIÓN NACIONAL,INDEPENDIENTES-CHV,RN,
16,Región de Magallanes y de la Antártica Chilena,Chile Vamos,Punta Arenas,Claudio Radonich J.,REELECTO,PARTIDO RENOVACIÓN NACIONAL,RENOVACION NACIONAL,,
16,Región de Magallanes y de la Antártica Chilena,Contigo Chile Mejor,San Gregorio,Jeannette Andrade R.,REELECTO,PARTIDO DEMÓCRATA CRISTIANO,PARTIDO DEMOCRATA CRISTIANO,,
16,Región de Magallanes y de la Antártica Chilena,Contigo Chile Mejor,Timaukel,Luis Barría A.,REELECTO,UNIÓN DEMÓCRATA INDEPENDIENTE,INDEPENDIENTES-CChM,PPD,
16,Región de Magallanes y de la Antártica Chilena,Chile Vamos,Torres del Paine,Anahí Cárdenas R.,REELECTO,UNIÓN DEMÓCRATA INDEPENDIENTE,INDEPENDIENTES-CHV,UDI,
16,Región de Magallanes y de la Antártica Chilena,Fuera de Pacto,Natales,Ana Mayorga B.,NUEVO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,UDI
16,Región de Magallanes y de la Antártica Chilena,Fuera de Pacto,Río Verde,Tatiana Vásquez B.,NUEVO-RETORNO,INDEPENDIENTES FUERA DE PACTO,INDEPENDIENTE-FP,,UDI
